symbol;nazwa;opisObejmujeNieobejmuje;id;opis
26.70.Z;Produkcja instrumentów optycznych i sprzętu fotograficznego;"26.70.Z Podklasa ta obejmuje produkcję przyrządów optycznych i soczewek, takich jak lornetki, mikroskopy (z wyłączeniem mikroskopów elektronowych i protonowych), teleskopy, pryzmaty i soczewki (z wyłączeniem zastosowania okulistycznego); pokrywanie lub szlifowanie soczewek (z wyłączeniem zastosowania okulistycznego), oprawianie soczewek (z wyłączeniem zastosowania okulistycznego) oraz produkcję sprzętu fotograficznego, takiego jak aparaty fotograficzne i światłomierze. Podklasa ta obejmuje: produkcję luster optycznych, produkcję wyposażenia do celowników optycznych broni palnej, produkcję optycznego sprzętu do określania położenia, produkcję optycznych przyrządów powiększających, produkcję precyzyjnych narzędzi optycznych, produkcję optycznych komparatorów, produkcję aparatów fotograficznych (do filmów i cyfrowych), produkcję projektorów filmowych, produkcję rzutników do przeźroczy, produkcję optycznych urządzeń i przyrządów pomiarowych i kontrolnych (np. urządzeń kierowania ogniem, światłomierzy fotograficznych, dalmierzy), produkcję soczewek, optycznych mikroskopów, lornetek i teleskopów, produkcję optycznych elementów laserowych. Podklasa ta nie obejmuje: produkcji projektorów komputerowych, sklasyfikowanej w 26.20.Z, produkcji profesjonalnych kamer telewizyjnych i wideo, sklasyfikowanej w 26.30.Z, produkcji kamer wideo użytku domowego, sklasyfikowanej w 26.40.Z, produkcji urządzeń kompletnych wykorzystujących elementy laserowe, sklasyfikowanej w odpowiedniej podklasie ze względu na rodzaj urządzenia (np. medyczny sprzęt laserowy, sklasyfikowany w 26.60.Z), produkcji fotokopiarek, sklasyfikowanej w 28.23.Z, produkcji wyrobów optycznych do zastosowań okulistycznych, sklasyfikowanej w 32.50.Z.";560;Produkcja instrumentów optycznych i sprzętu fotograficznego
26.80;Produkcja magnetycznych i optycznych niezapisanych nośników informacji;;562;Produkcja magnetycznych i optycznych niezapisanych nośników informacji
26.80.Z;Produkcja magnetycznych i optycznych niezapisanych nośników informacji;26.80.Z Podklasa ta obejmuje produkcję niezapisanych: magnetycznych taśm i kaset służących do rejestrowania obrazu i dźwięku, dyskietek, nośników napędu dysków optycznych i twardych. Podklasa ta nie obejmuje: reprodukcji zapisanych nośników informacji (nośniki komputerowe, dźwięk, obraz itp.), sklasyfikowanej w 18.20.Z.;563;Produkcja magnetycznych i optycznych niezapisanych nośników informacji
27.11;Produkcja elektrycznych silników, prądnic i transformatorów;;566;Produkcja elektrycznych silników, prądnic i transformatorów
27.12;Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej;;568;Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej
27.12.Z;Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej;27.12.Z Podklasa ta obejmuje: produkcję wyłączników energii elektrycznej, produkcję ochronników przeciwprzepięciowych w celu wyrównywania napięcia, produkcję pulpitów sterowniczych dla aparatury rozdzielczej energii elektrycznej, produkcję elektrycznych przekaźników, produkcję elementów elektrycznych tablic rozdzielczych, produkcję bezpieczników elektrycznych, produkcję aparatury elektrycznej do przełączania, produkcję wyłączników sieciowych, z wyłączeniem przycisków, łączników migowych, solenoidów, zapadek, produkcję zespołów prądnic będących źródłem napędu. Podklasa ta nie obejmuje: produkcji aparatury kontrolnej otoczenia i procesów przemysłowych, sklasyfikowanej w 26.51.Z, produkcji przełączników dla obwodów elektrycznych, takich jak przyciski i łączniki migowe, sklasyfikowanej w 27.33.Z.;569;Produkcja aparatury rozdzielczej i sterowniczej energii elektrycznej
27.20;Produkcja baterii i akumulatorów;;571;Produkcja baterii i akumulatorów
27.20.Z;Produkcja baterii i akumulatorów;27.20.Z Podklasa ta obejmuje produkcję baterii i akumulatorów, doładowywanych lub nie. Podklasa ta obejmuje: produkcję ogniw i baterii galwanicznych: ogniw zawierających dwutlenek manganu, dwutlenek rtęci, tlenek srebra itp., produkcję akumulatorów elektrycznych oraz części do nich, takie jak: separatory, pojemniki, pokrywy, produkcję baterii akumulatorowych kwasowo-ołowiowych, produkcję baterii akumulatorowych kadmowo-niklowych, produkcję baterii akumulatorowych NiMH (nikiel-wodorek metalu), produkcję baterii akumulatorowych litowych, produkcję baterii ogniw suchych, produkcję baterii ogniw mokrych.;572;Produkcja baterii i akumulatorów
27.31;Produkcja kabli światłowodowych;;574;Produkcja kabli światłowodowych
27.31.Z;Produkcja kabli światłowodowych;27.31.Z Podklasa ta obejmuje: produkcję kabli światłowodowych do transmisji danych i transmisji obrazów, produkcję włókien optycznych, produkcję wiązek i kabli z włókien optycznych. Podklasa ta nie obejmuje: produkcji włókien szklanych, sklasyfikowanej w 23.14.Z, produkcji zestawów kabli optycznych zawierających złącza lub inne elementy, sklasyfikowanej w zależności od zastosowania, np. w 26.11.Z.;575;Produkcja kabli światłowodowych
27.32;Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli;;576;Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli
27.32.Z;Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli;27.32.Z Podklasa ta obejmuje: produkcję izolowanych przewodów i kabli wykoych ze stali, miedzi lub aluminium, produkcji elementów izolacyjnych dla elektrycznych przewodów i kabli. Podklasa ta nie obejmuje: produkcji drutu, poprzez ciągnienie, sklasyfikowanej w 24.34.Z, 24.41.Z, 24.42.B, 24.43.Z, 24.44.Z, 24.45.Z, produkcji kabli do komputerów, drukarek, uniwersalnych interfejsów szeregowych (USB) i podobnych zespołów przewodów, sklasyfikowanej w 26.11.Z, produkcji zestawów przewodowych z izolowanymi przewodami i łącznikami, sklasyfikowanej w 27.90.Z, produkcji zespołów kabli i przewodów stosowanych w motoryzacji, sklasyfikowanej w 29.31.Z.;577;Produkcja pozostałych elektronicznych i elektrycznych przewodów i kabli
27.33;Produkcja sprzętu instalacyjnego;;578;Produkcja sprzętu instalacyjnego
27.33.Z;Produkcja sprzętu instalacyjnego;27.33.Z Podklasa ta obejmuje: produkcję szyn zbiorczych, przewodników elektrycznych, z wyłączeniem stosowanych w aparaturze łączeniowej, produkcję przerywaczy ziemnozwarciowych (GFCI), produkcję oprawek lampowych, produkcję odgromników i cewek, produkcję przełączników do przewodów instalacji elektrycznej (np. przełączników naciskowych, wyłączników przyciskowych, przełączników migowych, zapadek), produkcję elektrycznych gniazdek i wtyczek, produkcję skrzynek i puszek do instalacji elektrycznej (np. dla przyłączy, gniazdek wtykowych, przełączników), produkcję elektrycznych przyłączy i elementów instalacji, produkcję osprzętu instalacyjnego do słupów i elementów linii przesyłowych, produkcję elementów nieprzewodzących prądu z tworzyw sztucznych do sprzętu instalacyjnego, włączając skrzynki przyłączeniowe z tworzyw sztucznych. Podklasa ta nie obejmuje: produkcji izolatorów ceramicznych, sklasyfikowanej w 23.43.Z, produkcji elektronicznych złączy, gniazdek i przełączników, sklasyfikowanej 26.11.Z.;579;Produkcja sprzętu instalacyjnego
27.40;Produkcja elektrycznego sprzętu oświetleniowego;;581;Produkcja elektrycznego sprzętu oświetleniowego
27.40.Z;Produkcja elektrycznego sprzętu oświetleniowego;"27.40.Z Podklasa ta obejmuje produkcję żarówek i lamp oraz ich części i elementów, z wyłączeniem szklanych baniek do żarówek; produkcję opraw oświetleniowych, z wyłączeniem przewodów prądowych. Podklasa ta obejmuje: produkcję lamp, sprzętu oświetleniowego i żarówek wyładowczych, fluorescencyjnych, ultrafioletowych, na podczerwień itp., produkcję opraw oświetleniowych sufitowych i ściennych, produkcję żyrandoli, produkcję lamp stołowych, produkcję choinkowych zestawów oświetleniowych, produkcję elektrycznego oświetlenia kominków, produkcję latarek, produkcję elektrycznych lamp przeciw insektom, produkcję latarni (np. karbidowych, elektrycznych, gazowych, benzynowych, naftowych), produkcję reflektorów punktowych, produkcję oświetlenia ulicznego, z wyłączeniem sygnalizacji świetlnej, produkcję sprzętu oświetleniowego dla środków transportu (np. dla pojazdów silnikowych, samolotów, łodzi), produkcję nieelektrycznego sprzętu oświetleniowego. Podklasa ta nie obejmuje: produkcji wyrobów szklanych i części ze szkła dla sprzętu oświetleniowego, sklasyfikowanej w 23.19.Z, produkcji opraw oświetleniowych, sklasyfikowanej w 27.33.Z, produkcji wentylatorów sufitowych lub łazienkowych, połączonych ze sprzętem oświetleniowym, sklasyfikowanej w 27.51.Z, produkcji elektrycznego sprzętu sygnalizacyjnego, takiego jak sygnalizacja świetlna dla pojazdów i pieszych, sklasyfikowanej w 27.90.Z, produkcji znaków podświetlanych, sklasyfikowanej w 27.90.Z.";582;Produkcja elektrycznego sprzętu oświetleniowego
27.51;Produkcja elektrycznego sprzętu gospodarstwa domowego;;584;Produkcja elektrycznego sprzętu gospodarstwa domowego
27.51.Z;Produkcja elektrycznego sprzętu gospodarstwa domowego;"27.51.Z Podklasa ta obejmuje: produkcję elektrycznego sprzętu gospodarstwa domowego, takiego jak: lodówki, chłodziarki, zamrażarki, zmywarki, pralki i suszarki, odkurzacze, froterki, rozdrabniacze odpadków, młynki, miksery, sokowirówki, otwieracze do konserw, elektryczne maszynki do golenia i szczoteczki do zębów oraz inne urządzenia do higieny osobistej, ostrzałki do noży, okapy wentylacyjne, produkcję urządzeń elektrotermicznych gospodarstwa domowego, takich jak: elektryczne podgrzewacze wody, koce elektryczne, elektryczne suszarki, grzebienie, szczotki, lokówki, żelazka elektryczne, grzejniki i wentylatory domowe, przenośne, piekarniki elektryczne, kuchenki mikrofalowe, kuchenki i płytki do podgrzewania potraw, tostery, ekspresy do kawy i herbaty, patelnie, opiekacze, grille, grzałki elektryczne itp. Podklasa ta nie obejmuje: produkcji przemysłowych chłodziarek i zamrażarek, pokojowych klimatyzatorów, wentylatorów strychowych, grzejników zamontowanych na stałe, przemysłowych wentylatorów i wentylatorów wyciągowych; produkcji: urządzeń kuchennych, urządzeń do prania na sucho, suszenia i prasowania, odkurzaczy typu przemysłowego, sklasyfikowanej w odpowiednich podklasach działu 28, produkcji domowych maszyn do szycia, sklasyfikowanej w 28.94.Z, instalowania centralnego systemu odkurzania, sklasyfikowanego w 43.29.Z.";585;Produkcja elektrycznego sprzętu gospodarstwa domowego
27.52;Produkcja nieelektrycznego sprzętu gospodarstwa domowego;;586;Produkcja nieelektrycznego sprzętu gospodarstwa domowego
27.52.Z;Produkcja nieelektrycznego sprzętu gospodarstwa domowego;27.52.Z Podklasa ta obejmuje produkcję domowego nieelektrycznego sprzętu do gotowania i ogrzewania, takiego jak: grzejniki przenośne, piece kuchenne, ruszty, piece, podgrzewacze wody, sprzęt do gotowania, ogrzewacze płytowe.;587;Produkcja nieelektrycznego sprzętu gospodarstwa domowego
27.90;Produkcja pozostałego sprzętu elektrycznego;;589;Produkcja pozostałego sprzętu elektrycznego
27.90.Z;Produkcja pozostałego sprzętu elektrycznego;27.90.Z Podklasa ta obejmuje produkcję różnego sprzętu elektrycznego innego niż silniki, prądnice, transformatory, baterie i akumulatory, przewody i sprzęt instalacyjny, sprzęt oświetleniowy oraz sprzęt gospodarstwa domowego. Podklasa ta obejmuje: produkcję półprzewodnikowych urządzeń do ładowania akumulatorów, produkcję elektrycznych urządzeń do otwierania i zamykania drzwi, produkcję dzwonków elektrycznych, produkcję przedłużaczy elektrycznych wykoych z przewodu izolowanego, produkcję ultradźwiękowych urządzeń czyszczących, z wyłączeniem laboratoryjnych i dentystycznych, produkcję falowników półprzewodnikowych, prostowników, ogniw paliwowych, regulowanych i nieregulowanych zasilaczy elektrycznych, produkcję zasilaczy awaryjnych (UPS), produkcję ochronników przeciwprzepięciowych, z wyłączeniem ochronników przeciwprzepięciowych dla wyrównywania napięcia, produkcję przewodów przyłączeniowych do urządzeń oraz pozostałych wiązek przewodów elektrycznych z izolowanym drutem i złączkami, produkcję elektrod węglowych i grafitowych, styków i pozostałych elektrycznych wyrobów węglowych i grafitowych, produkcję akceleratorów cząstek, produkcję elektrycznych kondensatorów, rezystorów i podobnych, produkcję elektromagnesów, produkcję syren sygnalizacyjnych, produkcję tablic elektronicznych, produkcję znaków podświetlanych, produkcję elektrycznego wyposażenia sygnalizacyjnego, takiego jak: urządzenia sygnalizacji świetlnej i regulacji ruchu pieszych, produkcję elektrycznych izolatorów (z wyłączeniem szklanych i ceramicznych) oraz ich osprzętu, z metali nieszlachetnych, produkcję elektrycznych narzędzi do spawania i lutowania, włączając narzędzia do lutowania ręcznego. Podklasa ta nie obejmuje: produkcji izolatorów elektrycznych z porcelany, sklasyfikowanej w 23.43.Z, produkcji włókien węglowych i grafitowych oraz wyrobów z nich, z wyłączeniem elektrod i urządzeń elektrycznych, sklasyfikowanej w 23.99.Z, produkcji prostowników elektronicznych, obwodów scalonych do regulacji napięcia, układów scalonych do przetwarzania mocy, elektronicznych kondensatorów, rezystorów i podobnych urządzeń, sklasyfikowanych w 26.11.Z, produkcji transformatorów, silników, prądnic, aparatury łącznikowej, przekaźników i przemysłowych elementów sterujących, sklasyfikowanej w odpowiednich podklasach grupy 27.1, produkcji baterii, sklasyfikowanej w 27.20.Z, produkcji przewodów energetycznych i komunikacyjnych, przewodów prądowych i nieprzewodzących prądu, sklasyfikowanej w odpowiednich podklasach grupy 27.3, produkcji sprzętu oświetleniowego, sklasyfikowanej w 27.40.Z, produkcji sprzętu gospodarstwa domowego, sklasyfikowanej w odpowiednich podklasach grupy 27.5, produkcji nieelektrycznych narzędzi do spawania, lutowania, sklasyfikowanej w 28.29.Z, produkcji elektrycznego wyposażenia do pojazdów samochodowych, takiego jak: prądnice, alternatory, świece i cewki zapłonowe, zamki centralne, regulatory napięcia, sklasyfikowanej w 29.31.Z.;590;Produkcja pozostałego sprzętu elektrycznego
28.11;Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych;;593;Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych
28.11.Z;Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych;28.11.Z Podklasa ta obejmuje: produkcję silników tłokowych spalania wewnętrznego (z wyłączeniem do pojazdów samochodowych, lotniczych), takich jak: silniki do jednostek pływających, silniki kolejowe, produkcję tłoków, pierścieni tłoków, gaźników itp. do silników spalania wewnętrznego, silników Diesla itp., produkcję zaworów wlotowych i wylotowych, do silników spalania wewnętrznego produkcję turbin i części do nich: turbin na parę wodną i turbin na inne rodzaje pary, turbin hydraulicznych, kół wodnych i regulatorów do nich, turbin wiatrowych, turbin gazowych, z wyłączeniem silników turboodrzutowych i turbośmigłowych do napędu samolotów, produkcję zespołów turbinowo-kotłowych, produkcję zespołów turbinowo-prądnicowych, produkcję silników stosowanych w przemyśle. Podklasa ta nie obejmuje: produkcji prądnic elektrycznych i zespołów napędowych (z wyłączeniem zespołów turbinowo-prądnicowych), sklasyfikowanej w 27.11.Z, produkcji sprzętu elektrycznego i elektrycznych elementów silników wewnętrznego spalania, sklasyfikowanej w 27.90.Z, produkcji elektrycznego wyposażenia i elementów silników spalinowych wewnętrznego spalania, sklasyfikowanej w 29.31.Z, produkcji silników do pojazdów samochodowych lub lotniczych, sklasyfikowanej w 29.10.A, 30.30.Z, 30.91.Z, produkcji silników turboodrzutowych i turbośmigłowych, sklasyfikowanej w 30.30.Z.;594;Produkcja silników i turbin, z wyłączeniem silników lotniczych, samochodowych i motocyklowych
